Grupo;Grupo_Nome;EAP;Descricao;Pavimento;Mes_Inicio;Mes_Fim;Custo;Hh
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.22;Vidro Guarda Corpo - 6º Nivel 405cm x 50cm;Edifício;10;17;759.78;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.23;Box de banheiro em vidro temperado 8 mm incolor;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.23;Box de banheiro em vidro temperado 8 mm incolor;2º;14;16;4127.2;40
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.23;Box de banheiro em vidro temperado 8 mm incolor;3º;15;17;4127.2;40
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.23;Box de banheiro em vidro temperado 8 mm incolor;4º;16;18;4127.2;40
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.23;Box de banheiro em vidro temperado 8 mm incolor;5º;17;19;4127.2;40
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.23;Box de banheiro em vidro temperado 8 mm incolor;6º/Plat;18;19;1928.5279999999998;20
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.24;Guarda-corpo em ferro circular h=1,10m (sacadas/escadas);1º;14;15;2850;20
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.24;Guarda-corpo em ferro circular h=1,10m (sacadas/escadas);2º;14;16;2850;20
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.24;Guarda-corpo em ferro circular h=1,10m (sacadas/escadas);3º;15;17;2850;20
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.24;Guarda-corpo em ferro circular h=1,10m (sacadas/escadas);4º;16;18;2850;20
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.24;Guarda-corpo em ferro circular h=1,10m (sacadas/escadas);5º;17;19;2850;20
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.24;Guarda-corpo em ferro circular h=1,10m (sacadas/escadas);6º/Plat;18;19;11400;80
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.25;Escada marinheiro;Edifício;10;17;216;6
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.26;Alçapão metálico de acesso à cobertura;Edifício;10;17;216;6
13;PINTURA;13.1.1;Massa corrida PVA sobre gesso (2 demãos);1º;13;15;3552.5;116
13;PINTURA;13.1.1;Massa corrida PVA sobre gesso (2 demãos);2º;14;16;2817.5;92
13;PINTURA;13.1.1;Massa corrida PVA sobre gesso (2 demãos);3º;15;17;2450;80
13;PINTURA;13.1.1;Massa corrida PVA sobre gesso (2 demãos);4º;16;18;2450;80
13;PINTURA;13.1.1;Massa corrida PVA sobre gesso (2 demãos);5º;17;19;2205;72
13;PINTURA;13.1.1;Massa corrida PVA sobre gesso (2 demãos);6º/Plat;18;20;0;0
13;PINTURA;13.1.2;Pintura látex PVA (selador + 2 demãos), cor branca/clara — interna;1º;13;15;10200;110
13;PINTURA;13.1.2;Pintura látex PVA (selador + 2 demãos), cor branca/clara — interna;2º;14;16;12520.5;135
13;PINTURA;13.1.2;Pintura látex PVA (selador + 2 demãos), cor branca/clara — interna;3º;15;17;11475;123.8
13;PINTURA;13.1.2;Pintura látex PVA (selador + 2 demãos), cor branca/clara — interna;4º;16;18;11475;123.8
13;PINTURA;13.1.2;Pintura látex PVA (selador + 2 demãos), cor branca/clara — interna;5º;17;19;10837.5;116.9
13;PINTURA;13.1.2;Pintura látex PVA (selador + 2 demãos), cor branca/clara — interna;6º/Plat;18;20;7981.5;86.1
13;PINTURA;13.1.3;Pintura esmalte sintético — portas metálicas e basculantes;Edifício;10;17;3776;32.5
13;PINTURA;13.1.4;Textura rolada acrílica + selador — fachadas (3 faces não-frontais);Edifício;18;20;53469.16;624.6
13;PINTURA;13.1.5;Pintura esmalte sintético — corrimão;Edifício;10;17;1170;4.1
14;LOUÇAS, METAIS E BANCADAS;14.1.1;Bacia sanitária branca com caixa acoplada — padrão R8 (linha econômica);1º;14;15;2080;10
14;LOUÇAS, METAIS E BANCADAS;14.1.1;Bacia sanitária branca com caixa acoplada — padrão R8 (linha econômica);2º;15;16;2600;12.5
14;LOUÇAS, METAIS E BANCADAS;14.1.1;Bacia sanitária branca com caixa acoplada — padrão R8 (linha econômica);3º;16;17;2600;12.5
14;LOUÇAS, METAIS E BANCADAS;14.1.1;Bacia sanitária branca com caixa acoplada — padrão R8 (linha econômica);4º;17;18;2600;12.5
14;LOUÇAS, METAIS E BANCADAS;14.1.1;Bacia sanitária branca com caixa acoplada — padrão R8 (linha econômica);5º;18;19;2600;12.5
14;LOUÇAS, METAIS E BANCADAS;14.1.1;Bacia sanitária branca com caixa acoplada — padrão R8 (linha econômica);6º/Plat;19;20;1040;5
14;LOUÇAS, METAIS E BANCADAS;14.1.2;Lavatório com coluna ou cuba de embutir — padrão R8;1º;14;15;2512;8.8
14;LOUÇAS, METAIS E BANCADAS;14.1.2;Lavatório com coluna ou cuba de embutir — padrão R8;2º;15;16;3140;11
14;LOUÇAS, METAIS E BANCADAS;14.1.2;Lavatório com coluna ou cuba de embutir — padrão R8;3º;16;17;3140;11
14;LOUÇAS, METAIS E BANCADAS;14.1.2;Lavatório com coluna ou cuba de embutir — padrão R8;4º;17;18;3140;11
14;LOUÇAS, METAIS E BANCADAS;14.1.2;Lavatório com coluna ou cuba de embutir — padrão R8;5º;18;19;3140;11
14;LOUÇAS, METAIS E BANCADAS;14.1.2;Lavatório com coluna ou cuba de embutir — padrão R8;6º/Plat;19;20;1256;4.4
14;LOUÇAS, METAIS E BANCADAS;14.1.3;Tanque de PVC 40 cm (área de serviço);1º;14;15;0;0
14;LOUÇAS, METAIS E BANCADAS;14.1.3;Tanque de PVC 40 cm (área de serviço);2º;15;16;932;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.3;Tanque de PVC 40 cm (área de serviço);3º;16;17;932;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.3;Tanque de PVC 40 cm (área de serviço);4º;17;18;932;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.3;Tanque de PVC 40 cm (área de serviço);5º;18;19;932;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.3;Tanque de PVC 40 cm (área de serviço);6º/Plat;19;20;466;3.6
14;LOUÇAS, METAIS E BANCADAS;14.1.4;Cuba inox 40×34×17 cm para bancada — cozinhas;1º;14;15;2190;5
14;LOUÇAS, METAIS E BANCADAS;14.1.4;Cuba inox 40×34×17 cm para bancada — cozinhas;2º;15;16;4380;10
14;LOUÇAS, METAIS E BANCADAS;14.1.4;Cuba inox 40×34×17 cm para bancada — cozinhas;3º;16;17;4380;10
14;LOUÇAS, METAIS E BANCADAS;14.1.4;Cuba inox 40×34×17 cm para bancada — cozinhas;4º;17;18;4380;10
14;LOUÇAS, METAIS E BANCADAS;14.1.4;Cuba inox 40×34×17 cm para bancada — cozinhas;5º;18;19;4380;10
14;LOUÇAS, METAIS E BANCADAS;14.1.4;Cuba inox 40×34×17 cm para bancada — cozinhas;6º/Plat;19;20;2190;5
14;LOUÇAS, METAIS E BANCADAS;14.1.5;Torneira de lavatório padrão R8;1º;14;15;424;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.5;Torneira de lavatório padrão R8;2º;15;16;530;4
14;LOUÇAS, METAIS E BANCADAS;14.1.5;Torneira de lavatório padrão R8;3º;16;17;530;4
14;LOUÇAS, METAIS E BANCADAS;14.1.5;Torneira de lavatório padrão R8;4º;17;18;530;4
14;LOUÇAS, METAIS E BANCADAS;14.1.5;Torneira de lavatório padrão R8;5º;18;19;530;4
14;LOUÇAS, METAIS E BANCADAS;14.1.5;Torneira de lavatório padrão R8;6º/Plat;19;20;212;1.6
14;LOUÇAS, METAIS E BANCADAS;14.1.6;Torneira de cozinha padrão R8;1º;14;15;246;1.6
14;LOUÇAS, METAIS E BANCADAS;14.1.6;Torneira de cozinha padrão R8;2º;15;16;492;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.6;Torneira de cozinha padrão R8;3º;16;17;492;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.6;Torneira de cozinha padrão R8;4º;17;18;492;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.6;Torneira de cozinha padrão R8;5º;18;19;492;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.6;Torneira de cozinha padrão R8;6º/Plat;19;20;246;1.6
14;LOUÇAS, METAIS E BANCADAS;14.1.7;Torneira de tanque padrão R8;1º;14;15;0;0
14;LOUÇAS, METAIS E BANCADAS;14.1.7;Torneira de tanque padrão R8;2º;15;16;280;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.7;Torneira de tanque padrão R8;3º;16;17;280;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.7;Torneira de tanque padrão R8;4º;17;18;280;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.7;Torneira de tanque padrão R8;5º;18;19;280;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.7;Torneira de tanque padrão R8;6º/Plat;19;20;140;1.6
14;LOUÇAS, METAIS E BANCADAS;14.1.8;Registro de gaveta + chuveiro padrão R8 (conjunto chuveiro);1º;14;15;0;0
14;LOUÇAS, METAIS E BANCADAS;14.1.8;Registro de gaveta + chuveiro padrão R8 (conjunto chuveiro);2º;15;16;932;6
14;LOUÇAS, METAIS E BANCADAS;14.1.8;Registro de gaveta + chuveiro padrão R8 (conjunto chuveiro);3º;16;17;932;6
14;LOUÇAS, METAIS E BANCADAS;14.1.8;Registro de gaveta + chuveiro padrão R8 (conjunto chuveiro);4º;17;18;932;6
14;LOUÇAS, METAIS E BANCADAS;14.1.8;Registro de gaveta + chuveiro padrão R8 (conjunto chuveiro);5º;18;19;932;6
14;LOUÇAS, METAIS E BANCADAS;14.1.8;Registro de gaveta + chuveiro padrão R8 (conjunto chuveiro);6º/Plat;19;20;466;3
14;LOUÇAS, METAIS E BANCADAS;14.1.9;Sifão PVC + ligação flexível (kit);1º;14;15;305;4
14;LOUÇAS, METAIS E BANCADAS;14.1.9;Sifão PVC + ligação flexível (kit);2º;15;16;549;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.9;Sifão PVC + ligação flexível (kit);3º;16;17;549;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.9;Sifão PVC + ligação flexível (kit);4º;17;18;549;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.9;Sifão PVC + ligação flexível (kit);5º;18;19;549;7.2
14;LOUÇAS, METAIS E BANCADAS;14.1.9;Sifão PVC + ligação flexível (kit);6º/Plat;19;20;244;3.2
14;LOUÇAS, METAIS E BANCADAS;14.1.10;Acessórios para BWC padrão R8 (papeleira+saboneteira+cabide+toalheiro);1º;14;15;406;2.4
14;LOUÇAS, METAIS E BANCADAS;14.1.10;Acessórios para BWC padrão R8 (papeleira+saboneteira+cabide+toalheiro);2º;15;16;1015;6
14;LOUÇAS, METAIS E BANCADAS;14.1.10;Acessórios para BWC padrão R8 (papeleira+saboneteira+cabide+toalheiro);3º;16;17;1015;6
14;LOUÇAS, METAIS E BANCADAS;14.1.10;Acessórios para BWC padrão R8 (papeleira+saboneteira+cabide+toalheiro);4º;17;18;1015;6
14;LOUÇAS, METAIS E BANCADAS;14.1.10;Acessórios para BWC padrão R8 (papeleira+saboneteira+cabide+toalheiro);5º;18;19;1015;6
14;LOUÇAS, METAIS E BANCADAS;14.1.10;Acessórios para BWC padrão R8 (papeleira+saboneteira+cabide+toalheiro);6º/Plat;19;20;406;2.4
14;LOUÇAS, METAIS E BANCADAS;14.1.11;Bancada de granito Verde Ubatuba — banheiros (lavatório embutido);1º;14;15;0;0
14;LOUÇAS, METAIS E BANCADAS;14.1.11;Bancada de granito Verde Ubatuba — banheiros (lavatório embutido);2º;15;16;1076;10
14;LOUÇAS, METAIS E BANCADAS;14.1.11;Bancada de granito Verde Ubatuba — banheiros (lavatório embutido);3º;16;17;1076;10
14;LOUÇAS, METAIS E BANCADAS;14.1.11;Bancada de granito Verde Ubatuba — banheiros (lavatório embutido);4º;17;18;1076;10
14;LOUÇAS, METAIS E BANCADAS;14.1.11;Bancada de granito Verde Ubatuba — banheiros (lavatório embutido);5º;18;19;1614;15
14;LOUÇAS, METAIS E BANCADAS;14.1.11;Bancada de granito Verde Ubatuba — banheiros (lavatório embutido);6º/Plat;19;20;1076;10
14;LOUÇAS, METAIS E BANCADAS;14.1.12;Bancada de granito Verde Ubatuba — cozinhas;1º;14;15;1076;10
14;LOUÇAS, METAIS E BANCADAS;14.1.12;Bancada de granito Verde Ubatuba — cozinhas;2º;15;16;3228;30
14;LOUÇAS, METAIS E BANCADAS;14.1.12;Bancada de granito Verde Ubatuba — cozinhas;3º;16;17;3228;30
14;LOUÇAS, METAIS E BANCADAS;14.1.12;Bancada de granito Verde Ubatuba — cozinhas;4º;17;18;3228;30
14;LOUÇAS, METAIS E BANCADAS;14.1.12;Bancada de granito Verde Ubatuba — cozinhas;5º;18;19;3228;30
14;LOUÇAS, METAIS E BANCADAS;14.1.12;Bancada de granito Verde Ubatuba — cozinhas;6º/Plat;19;20;1614;15
15;URBANIZAÇÃO, PAISAGISMO E SERVIÇOS EXTERNOS;15.1.1;Drenagem externa — canaleta pré-moldada + caixa de areia;1º;18;20;6000;37.5
15;URBANIZAÇÃO, PAISAGISMO E SERVIÇOS EXTERNOS;15.1.2;Iluminação externa LED 20W em luminárias padrão;1º;18;20;2220;15
16;SERVIÇOS FINAIS;16.1.1;Revestimento de fachada em ACM (placas alumínio composto 4 mm) — fachada frontal;Edifício;18;20;27900;132
16;SERVIÇOS FINAIS;16.1.2;Brise Metalico;Edifício;18;20;9600;66
16;SERVIÇOS FINAIS;16.1.3;Limpeza geral final de obra;Edifício;20;20;8933.45;61.2
16;SERVIÇOS FINAIS;19.1.3;Passeio Externo;Edifício;18;20;5940;0
16;SERVIÇOS FINAIS;19.1.4;Grama;Edifício;18;20;1174.5;0
2;MOVIMENTO DE TERRA E FUNDAÇÕES;2.1.2;Caminhão de Terra;1º;1;2;6500;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.1;Locação Caçamba;Edifício;1;20;17640;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.2;Locação Guincho;Edifício;3;18;17640;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.3;Locação Travamento e Escoraramtento;Edifício;3;15;120000.06;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.4;Locação de Martelete;Edifício;3;14;3000;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.5;Locação Betoneira;Edifício;1;20;7200;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.6;Locação Gerador;Edifício;1;1;400;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.7;Locação Serra Circular;Edifício;1;16;800;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.8;Locação Vibrador;Edifício;3;14;1200;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.9;Locação Balancinho;Edifício;18;20;9600;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.10;Locação Bandeja;Edifício;3;18;41887;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.11;Locação Carro;Edifício;1;20;46000;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.12;Combustivel Carro;Edifício;1;20;18000;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.13;Material Misselania;Edifício;1;20;18000;0
17;LOCAÇÃO DE EQUIPAMENTOS;17.1.14;Custo de Visitas;Edifício;1;20;10000;0
18;FUNCIONÁRIOS DIRETO;18.1.1;Mão de Obra Direta;Edifício;1;20;356776;0
